PhraseId	SentenceId	Phrase	Sentiment
63097	3191	stay positive maybe channel one greatest pictures drunken master	3
63100	3191	stay positive	3
63102	3191	maybe channel one greatest pictures drunken master	2
63105	3191	channel one greatest pictures drunken master	2
63106	3191	one greatest pictures drunken master	3
63108	3191	greatest pictures drunken master	4
63111	3191	greatest pictures	3
63112	3191	drunken master	2
63113	3191	drunken	2
63115	3192	skins desolate air eyre native american raised white parents manages infuse rocky path sibling reconciliation flashes warmth gentle humor	4
63118	3192	skins desolate air	1
63119	3192	skins	2
63122	3192	desolate air	2
63123	3192	desolate	1
63124	3192	eyre native american raised white parents manages infuse rocky path sibling reconciliation flashes warmth gentle humor	3
63126	3192	eyre native american raised white parents	2
63127	3192	eyre	2
63128	3192	native american raised white parents	2
63130	3192	native american	2
63131	3192	native	2
63132	3192	raised white parents	2
63134	3192	white parents	2
63135	3192	manages infuse rocky path sibling reconciliation flashes warmth gentle humor	3
63137	3192	infuse rocky path sibling reconciliation flashes warmth gentle humor	4
63138	3192	infuse rocky path	2
63139	3192	infuse	2
63141	3192	rocky path	2
63143	3192	sibling reconciliation flashes warmth gentle humor	3
63144	3192	sibling reconciliation	2
63145	3192	reconciliation	2
63147	3192	flashes warmth gentle humor	3
63148	3192	flashes	2
63150	3192	warmth gentle humor	3
63151	3192	warmth gentle	3
63153	3193	bland outweighs nifty cletis tout never becomes clever crime comedy thinks	0
63156	3193	bland outweighs nifty	3
63157	3193	bland	1
63158	3193	outweighs nifty	2
63159	3193	nifty	3
63160	3193	cletis tout never becomes clever crime comedy thinks	1
63161	3193	never becomes clever crime comedy thinks	1
63162	3193	becomes clever crime comedy thinks	3
63163	3193	clever crime comedy thinks	2
63165	3193	clever crime comedy	4
63166	3194	hoffman 's performance great subject matter goes nowhere	2
63168	3194	hoffman 's performance great	4
63169	3194	hoffman 's performance	2
63170	3194	hoffman 's	2
63171	3194	hoffman	2
63172	3194	great	4
63174	3194	subject matter goes nowhere	1
63175	3194	goes nowhere	1
63178	3195	's impossible indulge fanciful daydreams janice beard -lrb- eileen walsh -rrb- real-life persona charmless vacant	2
63179	3195	impossible indulge fanciful daydreams janice beard -lrb- eileen walsh -rrb- real-life persona charmless vacant	1
63181	3195	indulge fanciful daydreams janice beard -lrb- eileen walsh -rrb- real-life persona charmless vacant	1
63182	3195	indulge	2
63183	3195	fanciful daydreams janice beard -lrb- eileen walsh -rrb- real-life persona charmless vacant	2
63185	3195	fanciful daydreams	2
63187	3195	janice beard -lrb- eileen walsh -rrb- real-life persona charmless vacant	2
63188	3195	janice beard -lrb- eileen walsh -rrb-	2
63189	3195	-lrb- eileen walsh -rrb-	2
63190	3195	eileen walsh -rrb-	2
63191	3195	eileen walsh	2
63192	3195	eileen	2
63193	3195	walsh	2
63195	3195	real-life persona charmless vacant	0
63197	3195	real-life persona	3
63200	3195	charmless vacant	1
63202	3195	charmless	1
63203	3195	vacant	1
63204	3196	otto-sallies real filmmaker 's eye	3
63205	3196	otto-sallies	2
63208	3196	real filmmaker 's eye	3
63210	3196	real filmmaker 's	3
63211	3197	incredibly thoughtful deeply meditative picture neatly effectively captures debilitating grief felt immediate aftermath terrorist attacks	3
63212	3197	incredibly thoughtful deeply meditative picture neatly effectively captures debilitating grief	3
63214	3197	incredibly thoughtful deeply meditative picture	4
63215	3197	incredibly thoughtful	4
63217	3197	deeply meditative picture	4
63218	3197	deeply meditative	3
63220	3197	neatly effectively captures debilitating grief	3
63221	3197	neatly effectively	3
63222	3197	neatly	2
63223	3197	effectively	2
63224	3197	captures debilitating grief	3
63226	3197	debilitating grief	2
63227	3197	debilitating	1
63229	3197	felt immediate aftermath terrorist attacks	2
63231	3197	immediate aftermath terrorist attacks	1
63233	3197	immediate aftermath	2
63234	3197	aftermath	2
63236	3197	terrorist attacks	2
63238	3198	jaw-droppingly beautiful work	4
63239	3198	jaw-droppingly	2
63240	3198	beautiful work	3
63241	3198	upends	2
63243	3198	japanese animation	2
63245	3198	delivering satisfactory amount carnage	3
63246	3198	satisfactory amount carnage	3
63248	3198	satisfactory amount	2
63251	3198	satisfactory	2
63253	3198	carnage	2
63254	3199	supernatural mystery n't know whether wants suspenseful horror movie weepy melodrama	1
63255	3199	supernatural mystery n't	2
63257	3199	supernatural mystery	2
63258	3199	n't	2
63260	3199	know whether wants suspenseful horror movie weepy melodrama	1
63261	3199	whether wants suspenseful horror movie weepy melodrama	2
63263	3199	wants suspenseful horror movie weepy melodrama	1
63266	3199	suspenseful horror movie weepy melodrama	2
63269	3199	suspenseful horror movie	3
63271	3199	weepy melodrama	1
63272	3199	weepy	1
63275	3200	's denying burns filmmaker bright future ahead	4
63277	3200	denying burns filmmaker bright future ahead	3
63279	3200	burns filmmaker bright future ahead	4
63281	3200	filmmaker bright future ahead	3
63283	3200	bright future ahead	3
63285	3200	bright future	3
63286	3200	bright	3
63288	3201	movie version paint-by-numbers picture	0
63290	3201	movie version	3
63293	3201	paint-by-numbers picture	1
63294	3201	paint-by-numbers	1
63295	3202	effortlessly accomplished richly resonant work	4
63296	3202	effortlessly	2
63298	3202	accomplished richly resonant work	4
63299	3202	accomplished	3
63300	3202	richly resonant work	3
63301	3202	resonant work	2
63305	3203	movie trust	3
63307	3203	trust	3
63309	3204	trapped wo n't score points political correctness may cause parents sleepless hours sign effectiveness	2
63312	3204	trapped wo n't score points political correctness	1
63313	3204	trapped	1
63314	3204	wo n't score points political correctness	1
63315	3204	score points political correctness	3
63316	3204	points political correctness	2
63317	3204	political correctness	2
63319	3204	may cause parents sleepless hours sign effectiveness	4
63320	3204	cause parents sleepless hours sign effectiveness	2
63322	3204	cause parents sleepless hours	1
63323	3204	cause parents	2
63326	3204	sleepless hours	2
63327	3204	sign effectiveness	2
63328	3204	sign	2
63330	3204	effectiveness	3
63332	3205	blue crush ' swims away sleeper movie summer award	2
63333	3205	' swims away sleeper movie summer award	3
63335	3205	swims away sleeper movie summer award	1
63336	3205	swims away	2
63338	3205	sleeper movie summer award	2
63340	3205	sleeper movie	2
63343	3205	summer award	2
63345	3206	-lrb- safe conduct -rrb- long movie minutes fills time drama romance tragedy bravery political intrigue partisans sabotage	3
63347	3206	-lrb- safe conduct -rrb- long movie minutes	1
63348	3206	-lrb- safe conduct -rrb-	2
63350	3206	safe conduct -rrb-	2
63352	3206	safe conduct	2
63354	3206	long movie minutes	2
63356	3206	long movie	2
63358	3206	minutes	2
63361	3206	fills time drama romance tragedy bravery political intrigue partisans sabotage	3
63362	3206	time drama romance tragedy bravery political intrigue partisans sabotage	2
63364	3206	drama romance tragedy bravery political intrigue partisans sabotage	3
63366	3206	romance tragedy bravery political intrigue partisans sabotage	2
63368	3206	tragedy bravery political intrigue partisans sabotage	3
63370	3206	bravery political intrigue partisans sabotage	2
63372	3206	political intrigue partisans sabotage	2
63373	3206	intrigue partisans sabotage	2
63375	3206	partisans sabotage	2
63377	3206	partisans	2
63378	3206	sabotage	1
63379	3207	bad good	2
63380	3207	bad	2
63384	3207	good	2
63386	3208	expands limits film taking us lives women might give second look passed street	3
63387	3208	limits film taking us lives women might give second look passed street	2
63389	3208	limits film	2
63390	3208	limits	2
63393	3208	film	2
63394	3208	taking us lives women might give second look passed street	2
63395	3208	taking us	2
63397	3208	lives women might give second look passed street	2
63399	3208	women might give second look passed street	2
63402	3208	might give second look passed street	1
63403	3208	give second look passed street	3
63404	3208	give second look	3
63407	3208	passed street	2
63409	3208	passed	2
63411	3208	street	2
63413	3209	triumph love silly movie silliness pedigree	2
63416	3209	triumph love silly movie	1
63417	3209	triumph love	2
63420	3209	silly movie	2
63421	3209	silly	2
63422	3209	silliness pedigree	3
63424	3209	silliness	1
63426	3209	pedigree	2
63427	3210	problems lady duke surprisingly manages never grow boring proves rohmer still sense audience	3
63430	3210	problems	2
63432	3210	lady duke surprisingly manages never grow boring proves rohmer still sense audience	3
63433	3210	lady duke surprisingly	3
63436	3210	lady	2
63438	3210	duke surprisingly	2
63439	3210	duke	2
63441	3210	manages never grow boring proves rohmer still sense audience	3
63442	3210	manages never	2
63444	3210	grow boring proves rohmer still sense audience	1
63446	3210	grow boring	1
63448	3210	proves rohmer still sense audience	2
63450	3210	rohmer still sense audience	3
63451	3210	rohmer	2
63452	3210	still sense audience	4
63454	3210	sense audience	2
63455	3210	audience	2
63456	3211	campy results make mel brooks ' borscht belt schtick look sophisticated	3
63458	3211	campy results	2
63460	3211	make mel brooks ' borscht belt schtick look sophisticated	3
63461	3211	mel brooks ' borscht belt schtick look sophisticated	3
63462	3211	mel brooks ' borscht belt schtick	2
63463	3211	mel brooks '	2
63464	3211	brooks '	2
63465	3211	borscht belt schtick	2
63466	3211	borscht	1
63467	3211	belt schtick	2
63468	3211	belt	2
63469	3211	schtick	2
63470	3211	look sophisticated	3
63471	3212	clint eastwood 's blood work lot like well-made pb sandwich familiar fairly uneventful boasting real surprises still quite tasty inviting	3
63472	3212	clint eastwood 's blood work	2
63475	3212	lot like well-made pb sandwich familiar fairly uneventful boasting real surprises still quite tasty inviting	3
63477	3212	lot like well-made pb sandwich	4
63478	3212	like well-made pb sandwich	3
63480	3212	well-made pb sandwich	3
63481	3212	pb sandwich	2
63482	3212	pb	2
63486	3212	sandwich	2
63487	3212	familiar fairly uneventful boasting real surprises still quite tasty inviting	3
63489	3212	fairly uneventful boasting real surprises still quite tasty inviting	2
63491	3212	fairly uneventful	1
63492	3212	boasting real surprises still quite tasty inviting	2
63493	3212	boasting	2
63494	3212	real surprises still quite tasty inviting	3
63496	3212	real surprises	2
63498	3212	still quite tasty inviting	3
63499	3212	still	2
63500	3212	quite tasty inviting	3
63502	3212	quite tasty	3
63503	3212	inviting	3
63505	3213	bravado kathy	3
63506	3213	bravado	2
63508	3213	kathy	2
63509	3214	schmidt undoubtedly one finest films year	4
63511	3214	undoubtedly one finest films year	4
63512	3214	undoubtedly	2
63513	3214	one finest films year	4
63515	3214	finest films year	4
63517	3214	finest films	4
63518	3215	powerful chilling affecting study one man 's dying fall	4
63519	3215	powerful chilling affecting study one man	3
63521	3215	powerful chilling affecting study	3
63523	3215	chilling affecting study	3
63524	3215	chilling affecting	3
63525	3215	affecting	2
63527	3215	's dying fall	2
63528	3215	dying fall	1
63533	3216	denying power polanski 's film	2
63534	3216	power polanski 's film	3
63536	3216	polanski 's film	2
63537	3216	polanski 's	2
63538	3217	except paymer boss ultimately expresses empathy bartleby 's pain performances stylized drained human emotion	2
63539	3217	except paymer boss ultimately expresses empathy bartleby 's pain	2
63541	3217	paymer boss ultimately expresses empathy bartleby 's pain	2
63542	3217	paymer	2
63544	3217	boss ultimately expresses empathy bartleby 's pain	2
63546	3217	boss	2
63548	3217	ultimately expresses empathy bartleby 's pain	2
63549	3217	expresses empathy bartleby 's pain	2
63550	3217	expresses empathy	3
63551	3217	expresses	2
63553	3217	bartleby 's pain	2
63554	3217	bartleby 's	2
63555	3217	pain	2
63557	3217	performances stylized drained human emotion	2
63561	3217	stylized drained human emotion	2
63565	3217	drained human emotion	1
63566	3217	drained	2
63568	3217	human emotion	3
63569	3218	absolutely	1
63572	3219	film earnest try beachcombing verismo would even indistinct striking quietly vulnerable personality ms ambrose	3
63575	3219	film earnest try beachcombing verismo	3
63577	3219	earnest try beachcombing verismo	3
63579	3219	earnest try	2
63581	3219	beachcombing verismo	2
63582	3219	beachcombing	2
63583	3219	verismo	2
63585	3219	would even indistinct striking quietly vulnerable personality ms ambrose	2
63587	3219	even indistinct striking quietly vulnerable personality ms ambrose	3
63588	3219	even indistinct	1
63590	3219	indistinct	2
63597	3219	striking quietly vulnerable personality ms ambrose	3
63599	3219	striking quietly vulnerable personality	3
63601	3219	quietly vulnerable personality	2
63602	3219	quietly vulnerable	3
63604	3219	ms ambrose	2
63605	3219	ambrose	2
63606	3220	movie like bartleby something stiff extra-dry office comedy seems twice long minutes	1
63608	3220	like bartleby something stiff extra-dry office comedy seems twice long minutes	0
63609	3220	like bartleby	2
63613	3220	something stiff extra-dry office comedy seems twice long minutes	2
63615	3220	something stiff	1
63617	3220	stiff	1
63618	3220	extra-dry office comedy seems twice long minutes	1
63620	3220	extra-dry office comedy	2
63621	3220	extra-dry	1
63622	3220	office comedy	2
63623	3220	office	2
63625	3220	seems twice long minutes	0
63626	3220	seems twice long	1
63627	3220	twice long	2
63630	3220	minutes	2
63632	3221	end though mildly amusing could much	2
63634	3221	though mildly amusing could much	2
63638	3221	mildly amusing could much	1
63639	3221	mildly amusing	2
63643	3221	could much	1
63644	3221	much	2
63647	3222	's tasteful rock roll movie	4
63648	3222	tasteful rock roll movie	4
63651	3222	tasteful rock	3
63652	3222	tasteful	3
63653	3222	roll movie	2
63654	3223	spielberg managed marry science fiction film noir action flicks philosophical inquiry	3
63657	3223	managed marry science fiction film noir action flicks philosophical inquiry	2
63659	3223	marry science fiction film noir action flicks philosophical inquiry	2
63660	3223	marry science fiction film noir action flicks	3
63661	3223	marry science fiction	2
63662	3223	marry	2
63664	3223	film noir action flicks	2
63665	3223	noir action flicks	2
63667	3223	action flicks	2
63669	3223	philosophical inquiry	2
63670	3224	although time offers tsai 's usual style themes colorful playful tone films	4
63671	3224	although time offers tsai 's usual style themes	2
63672	3224	time offers tsai 's usual style themes	3
63673	3224	time	2
63674	3224	offers tsai 's usual style themes	2
63675	3224	tsai 's usual style themes	3
63676	3224	tsai 's	2
63677	3224	usual style themes	2
63678	3224	style themes	2
63683	3224	colorful playful tone films	3
63685	3224	colorful playful tone	3
63686	3224	colorful	3
63688	3224	playful tone	3
63689	3224	playful	3
63691	3224	films	2
63694	3225	's diverting enough hour-and-a-half family audience	3
63695	3225	diverting enough hour-and-a-half family audience	3
63697	3225	diverting enough hour-and-a-half	2
63698	3225	enough hour-and-a-half	2
63699	3225	hour-and-a-half	2
63702	3225	family audience	3
63704	3226	high crimes carries almost organic intrigue government marine\/legal mystery 's movie serves stuff nearly subliminally old-hat province male intrigue	1
63707	3226	high crimes carries almost organic intrigue government marine\/legal mystery	1
63708	3226	carries almost organic intrigue government marine\/legal mystery	1
63709	3226	carries almost organic intrigue	1
63710	3226	almost organic intrigue	1
63712	3226	organic intrigue	3
63713	3226	organic	3
63716	3226	government marine\/legal mystery	2
63717	3226	government	2
63719	3226	marine\/legal mystery	2
63720	3226	marine\/legal	2
63722	3226	's movie serves stuff nearly subliminally old-hat province male intrigue	2
63724	3226	movie serves stuff nearly subliminally old-hat province male intrigue	2
63725	3226	serves stuff nearly subliminally old-hat province male intrigue	2
63727	3226	serves stuff nearly subliminally	3
63729	3226	serves stuff	3
63730	3226	serves	2
63733	3226	stuff	2
63734	3226	nearly subliminally	2
63735	3226	subliminally	2
63737	3226	old-hat province male intrigue	2
63739	3226	old-hat province	1
63740	3226	province	2
63742	3226	male intrigue	2
63743	3227	anybody enjoys quirky fun popcorn movies touch silliness little bloodshed	3
63744	3227	anybody enjoys quirky fun popcorn movies touch silliness little	4
63745	3227	anybody	2
63747	3227	enjoys quirky fun popcorn movies touch silliness little	4
63748	3227	enjoys quirky fun popcorn movies	3
63749	3227	enjoys	3
63750	3227	quirky fun popcorn movies	3
63752	3227	fun popcorn movies	3
63754	3227	popcorn movies	2
63756	3227	touch silliness little	2
63758	3227	silliness little	2
63759	3227	silliness	3
63761	3227	bloodshed	2
63763	3228	waste fearless purity acting craft	2
63764	3228	waste fearless purity	1
63765	3228	waste	0
63767	3228	fearless purity	3
63768	3228	purity	2
63771	3228	acting craft	2
63773	3229	ethos chelsea hotel may shape hawke 's artistic aspirations n't yet coordinated dv poetry beat hears soul	1
63776	3229	ethos chelsea hotel may shape hawke 's artistic aspirations	2
63777	3229	ethos chelsea hotel	3
63779	3229	ethos	2
63782	3229	chelsea hotel	3
63783	3229	may shape hawke 's artistic aspirations	3
63784	3229	shape hawke 's artistic aspirations	2
63785	3229	shape	2
63786	3229	hawke 's artistic aspirations	2
63787	3229	artistic aspirations	3
63789	3229	n't yet coordinated dv poetry beat hears soul	2
63790	3229	n't yet	2
63791	3229	coordinated dv poetry beat hears soul	2
63792	3229	coordinated dv poetry	3
63793	3229	coordinated	3
63796	3229	dv poetry	2
63798	3229	beat hears soul	3
63800	3229	hears soul	2
63801	3229	hears	2
63803	3229	soul	2
63805	3230	tighter editorial process firmer direction material could work especially since actresses lead roles competent personal velocity seems idling neutral	1
63808	3230	tighter editorial process firmer direction material could work especially since actresses lead roles competent	3
63810	3230	tighter editorial process firmer direction	2
63813	3230	tighter editorial process	2
63814	3230	tighter	2
63815	3230	editorial process	3
63816	3230	editorial	2
63817	3230	firmer direction	2
63818	3230	firmer	2
63819	3230	material could work especially since actresses lead roles competent	3
63820	3230	could work especially since actresses lead roles competent	3
63821	3230	work especially since actresses lead roles competent	3
63822	3230	work especially	2
63823	3230	work	2
63824	3230	since actresses lead roles competent	2
63825	3230	actresses lead roles competent	4
63826	3230	actresses lead roles	2
63829	3230	lead roles	2
63832	3230	competent	3
63836	3230	personal velocity seems idling neutral	1
63837	3230	seems idling neutral	2
63840	3230	idling neutral	1
63841	3230	idling	2
63843	3230	neutral	2
63844	3231	bold -lrb- lovely -rrb- experiment almost certainly bore audiences brightly colored dreams	3
63847	3231	bold -lrb- lovely -rrb- experiment	3
63848	3231	bold	3
63849	3231	-lrb- lovely -rrb- experiment	3
63850	3231	-lrb- lovely -rrb-	4
63851	3231	-lrb- lovely	3
63853	3231	almost certainly bore audiences brightly colored dreams	2
63854	3231	almost certainly	2
63856	3231	bore audiences brightly colored dreams	1
63857	3231	bore audiences	0
63858	3231	audiences	2
63862	3231	brightly colored dreams	3
63863	3231	colored dreams	2
63864	3231	colored	2
63865	3232	spent screen series go star trek nemesis even suggestive class reunion mixer eight surviving members show 's nothing drink	2
63867	3232	spent screen series go	2
63868	3232	spent screen series	1
63869	3232	screen series	2
63872	3232	star trek nemesis even suggestive class reunion mixer eight surviving members show 's nothing drink	1
63875	3232	star trek nemesis even suggestive class reunion mixer eight surviving members show	1
63876	3232	star trek nemesis	2
63877	3232	star trek	2
63878	3232	even suggestive class reunion mixer eight surviving members show	1
63880	3232	even suggestive class reunion mixer	2
63881	3232	even suggestive	2
63882	3232	suggestive	2
63887	3232	class reunion mixer	3
63888	3232	reunion mixer	2
63889	3232	mixer	2
63891	3232	eight surviving members show	2
63892	3232	eight surviving members	2
63893	3232	eight	2
63894	3232	surviving members	2
63895	3232	surviving	2
63896	3232	show	2
63898	3232	's nothing drink	2
63899	3232	nothing drink	3
63900	3232	drink	2
63901	3233	bad premise execution lackluster best	2
63904	3233	bad premise	1
63907	3233	execution lackluster best	1
63909	3233	lackluster best	0
63912	3234	tired old gags modernized extreme sports generation	1
63916	3234	tired old gags	1
63917	3234	old gags	1
63918	3234	modernized extreme sports generation	3
63919	3234	modernized	3
63922	3234	extreme sports generation	2
63923	3234	sports generation	2
63924	3235	abderrahmane sissako 's heremakono -lrb- waiting happiness -rrb- elegiac portrait transit city west african coast struggling foreign influences	2
63925	3235	abderrahmane sissako 's heremakono -lrb- waiting happiness -rrb-	2
63926	3235	abderrahmane sissako 's heremakono	2
63927	3235	abderrahmane sissako 's	2
63928	3235	abderrahmane	2
63929	3235	sissako 's	2
63930	3235	sissako	2
63931	3235	heremakono	2
63932	3235	-lrb- waiting happiness -rrb-	2
63933	3235	waiting happiness -rrb-	2
63934	3235	waiting happiness	2
63935	3235	happiness	3
63938	3235	elegiac portrait transit city west african coast struggling foreign influences	3
63940	3235	elegiac portrait	3
63941	3235	elegiac	2
63943	3235	transit city west african coast struggling foreign influences	2
63945	3235	transit city	2
63946	3235	transit	2
63948	3235	west african coast struggling foreign influences	1
63950	3235	west african coast	2
63951	3235	west african	2
63952	3235	coast	2
63953	3235	struggling foreign influences	2
63955	3235	foreign influences	2
63956	3235	influences	2
63959	3236	far worse messages teach young audience probably perfectly happy sloppy slapstick comedy	1
63961	3236	far worse	1
63962	3236	messages teach young audience probably perfectly happy sloppy slapstick comedy	1
63964	3236	teach young audience probably perfectly happy sloppy slapstick comedy	2
63965	3236	teach	2
63966	3236	young audience probably perfectly happy sloppy slapstick comedy	1
63968	3236	young audience	2
63970	3236	probably perfectly happy sloppy slapstick comedy	3
63972	3236	perfectly happy sloppy slapstick comedy	3
63973	3236	happy sloppy slapstick comedy	2
63976	3236	sloppy slapstick comedy	2
63978	3237	may sound like mere disease-of - the-week tv movie song martin made infinitely wrenching performances real-life spouses seldahl wollter	3
63982	3237	may sound like mere disease-of - the-week tv movie	2
63983	3237	sound like mere disease-of - the-week tv movie	1
63984	3237	like mere disease-of - the-week tv movie	0
63985	3237	mere disease-of - the-week tv movie	0
63986	3237	mere disease-of -	1
63988	3237	mere disease-of	2
63989	3237	disease-of	2
63990	3237	the-week tv movie	2
63991	3237	the-week	2
63992	3237	tv movie	2
63993	3237	song martin made infinitely wrenching performances real-life spouses seldahl wollter	3
63994	3237	song	3
63995	3237	martin made infinitely wrenching performances real-life spouses seldahl wollter	4
63996	3237	martin	2
63998	3237	made infinitely wrenching performances real-life spouses seldahl wollter	3
63999	3237	made infinitely wrenching	2
64000	3237	infinitely wrenching	3
64001	3237	infinitely	2
64003	3237	wrenching	2
64005	3237	performances real-life spouses seldahl wollter	2
64007	3237	real-life spouses seldahl wollter	2
64008	3237	spouses seldahl wollter	2
64009	3237	seldahl wollter	2
64011	3237	seldahl	2
64012	3237	wollter	2
64013	3238	resurrection dubious distinction really bad imitation really bad blair witch project	1
64016	3238	dubious distinction really bad imitation really bad blair witch project	0
64018	3238	dubious distinction	2
64019	3238	dubious	1
64020	3238	distinction	2
64023	3238	really bad imitation really bad blair witch project	2
64025	3238	really bad imitation	0
64026	3238	really bad	0
64029	3238	really bad blair witch project	0
64030	3238	blair witch project	2
64031	3238	witch project	2
64032	3239	depressing movie many missed opportunities	0
64033	3239	depressing movie many	1
64035	3239	depressing movie	0
64036	3239	depressing	1
64037	3239	many	2
64039	3239	missed opportunities	2
64042	3240	fragmented film good idea followed bad idea turn movie	2
64046	3240	fragmented film	1
64048	3240	good idea followed bad idea turn movie	1
64049	3240	good idea followed bad idea	2
64051	3240	good idea	3
64054	3240	followed bad idea	1
64057	3240	bad idea	0
64059	3240	turn movie	2
64060	3240	movie	2
64061	3241	stupid derivative horror film substitutes extreme gore suspense	0
64062	3241	stupid derivative horror film substitutes extreme	1
64064	3241	stupid derivative horror film	0
64066	3241	derivative horror film	1
64068	3241	substitutes extreme	2
64070	3241	gore suspense	1
64071	3241	gore	1
64072	3241	suspense	2
64073	3242	xxx diesel rare creature action hero table manners one proves elegance tattoo deep	4
64075	3242	xxx	1
64077	3242	diesel rare creature action hero table manners one proves elegance tattoo deep	4
64080	3242	rare creature action hero table manners one proves elegance tattoo deep	3
64083	3242	rare creature	2
64084	3242	action hero table manners one proves elegance tattoo deep	3
64087	3242	action hero table manners	3
64089	3242	table manners	2
64090	3242	manners	2
64091	3242	one proves elegance tattoo deep	3
64093	3242	proves elegance tattoo deep	3
64095	3242	elegance tattoo deep	2
64096	3242	tattoo deep	2
64099	3242	tattoo	2
64100	3243	funny thing n't mind contrived nonsense bit	2
64102	3243	funny thing	3
64106	3243	n't mind contrived nonsense bit	2
64107	3243	mind contrived nonsense bit	2
64108	3243	contrived nonsense bit	0
64111	3243	contrived nonsense	0
64112	3244	charm revolution os rather way introduces new fervently held ideas fanciful thinkers	3
64113	3244	charm revolution os	3
64115	3244	revolution os	2
64116	3244	os	2
64118	3244	rather way introduces new fervently held ideas fanciful thinkers	3
64119	3244	rather	2
64120	3244	way introduces new fervently held ideas fanciful thinkers	3
64122	3244	introduces new fervently held ideas fanciful thinkers	3
64123	3244	introduces	2
64125	3244	new fervently held ideas fanciful thinkers	4
64127	3244	new fervently held ideas	2
64129	3244	fervently held ideas	2
64130	3244	held ideas	2
64131	3244	fanciful thinkers	3
64132	3244	thinkers	2
64133	3245	without ballast tanks k-19 sinks harrison ford low	1
64136	3245	without ballast tanks	2
64137	3245	ballast tanks	2
64138	3245	ballast	2
64140	3245	k-19 sinks harrison ford low	0
64142	3245	sinks harrison ford low	2
64145	3245	harrison ford low	1
64146	3245	ford low	2
64148	3246	-lrb- screenwriter -rrb- pimental took farrelly brothers comedy feminized rather poor imitation	1
64151	3246	-lrb- screenwriter -rrb- pimental took farrelly brothers comedy feminized	2
64152	3246	-lrb- screenwriter -rrb- pimental	2
64153	3246	screenwriter -rrb- pimental	2
64154	3246	-rrb- pimental	2
64155	3246	pimental	2
64156	3246	took farrelly brothers comedy feminized	2
64158	3246	took farrelly brothers comedy	2
64160	3246	farrelly brothers comedy	2
64161	3246	farrelly	2
64162	3246	brothers comedy	2
64164	3246	feminized	2
64168	3246	rather poor imitation	2
64169	3246	rather poor	2
64172	3247	surprisingly sweet gentle comedy	4
64173	3247	surprisingly sweet gentle	4
64174	3247	sweet gentle	3
64175	3248	kids probably eat whole thing adults way ahead plot	2
64177	3248	kids probably eat whole thing	3
64178	3248	probably eat whole thing	2
64180	3248	eat whole thing	2
64182	3248	adults way ahead plot	1
64183	3248	adults	2
64187	3248	way ahead plot	2
64188	3248	ahead plot	2
64190	3249	predictable cloying though brown sugar earnest yearning days rap went nihilistic summons spirit bite average formulaic romantic quadrangle	2
64191	3249	predictable cloying	1
64192	3249	though brown sugar earnest yearning days rap went nihilistic summons spirit bite average formulaic romantic quadrangle	3
64193	3249	brown sugar earnest yearning days rap went nihilistic summons spirit bite average formulaic romantic quadrangle	2
64194	3249	earnest yearning days rap went nihilistic summons spirit bite average formulaic romantic quadrangle	2
64195	3249	earnest yearning days	3
64196	3249	earnest	2
64198	3249	yearning days	2
64199	3249	yearning	2
64201	3249	days	2
64203	3249	rap went nihilistic summons spirit bite average formulaic romantic quadrangle	2
64204	3249	rap	2
64205	3249	went nihilistic summons spirit bite average formulaic romantic quadrangle	2
64206	3249	went nihilistic	2
64207	3249	nihilistic	2
64210	3249	summons spirit bite average formulaic romantic quadrangle	3
64211	3249	summons	2
64212	3249	spirit bite average formulaic romantic quadrangle	3
64214	3249	spirit bite	2
64215	3249	spirit	2
64218	3249	average formulaic romantic quadrangle	1
64219	3249	formulaic romantic quadrangle	2
64220	3249	romantic quadrangle	2
64221	3249	quadrangle	2
64224	3250	's individual moments mood aimlessness 's actually sort amazing	2
64226	3250	individual moments mood aimlessness 's actually sort amazing	3
64229	3250	individual moments mood	2
64230	3250	individual moments	2
64231	3250	mood	2
64232	3250	aimlessness 's actually sort amazing	3
64233	3250	aimlessness	1
64235	3250	's actually sort amazing	4
64236	3250	sort amazing	3
64237	3250	sort	2
64238	3251	hollywood 's answer air ball	2
64239	3251	hollywood 's	2
64241	3251	answer air ball	2
64244	3251	air ball	1
64247	3252	's smart solid kinetically-charged spy flick worthy couple hours summertime bucket popcorn	4
64248	3252	smart solid kinetically-charged spy flick worthy couple hours summertime bucket popcorn	4
64250	3252	smart solid kinetically-charged spy flick worthy	4
64252	3252	solid kinetically-charged spy flick worthy	3
64254	3252	kinetically-charged spy flick worthy	4
64255	3252	kinetically-charged	2
64256	3252	spy flick worthy	3
64257	3252	flick worthy	3
64259	3252	couple hours summertime bucket popcorn	3
64261	3252	couple hours summertime	3
64263	3252	couple hours	2
64264	3252	summertime	2
64265	3252	bucket popcorn	2
64267	3252	bucket	2
64268	3252	popcorn	2
64269	3253	sensitive cultivated treatment greene 's work well remarkably faithful one	4
64270	3253	sensitive cultivated treatment greene	2
64272	3253	sensitive cultivated treatment	3
64274	3253	cultivated treatment	2
64275	3253	cultivated	3
64276	3253	greene	2
64278	3253	's work well remarkably faithful one	3
64279	3253	work well remarkably faithful one	3
64280	3253	work well	2
64282	3253	remarkably faithful one	3
64283	3253	remarkably faithful	2
64285	3254	stylish thriller	3
64286	3254	thriller	2
